verb	verb_id	object	sentence	phrase
increased	1	transport	We have previously reported that DOPAMINE INCREASED active Na+ TRANSPORT in rat lungs by upregulating the alveolar epithelial Na , K-ATPase .	...dopamine increased active Na+ transport in...
increases	17	clearance	These data provide the first evidence that alveolar epithelial cells produce dopamine and that increasing endogenous DOPAMINE INCREASES lung liquid CLEARANCE .	...dopamine increases lung liquid clearance ....
have	9	implications	These findings also suggest that CART has the capacity to modulate mesolimbic DOPAMINE , which could HAVE IMPLICATIONS for the treatment not only of psychostimulant abuse but also for the treatment of other disorders with mesolimbic dopamine involvement , such as schizophrenia .	...dopamine , which could have implications for...
has	4	role	Furthermore , it suggests that mesolimbic DOPAMINE HAS at best only a transient ROLE in the expression of opioid-induced behavioural sensitization .	...dopamine has at best only a transient role in...
=	54	m	Furthermore , unlabelled TA ( IC50 = 5.2 nm ) inhibited specific [3H]TA binding to the membranes of B96Bom-transfected HEK-293 cells more potently than did OA ( IC50 = 1.4 micro m ) and DOPAMINE ( IC50 = 1.7 micro M ) .	...dopamine ( IC50 = 1.7 micro m )...
have	9	effect	Our results show that met-enkephalin , substance P , bombesin , DOPAMINE , and norepinephrine HAVE a stimulatory EFFECT on the migration of the breast cancer cells ; moreover , these cells show positive chemotaxis towards norepinephrine as was analyzed by the directionality and persistence on a single-cell basis .	...dopamine , and norepinephrine have a stimulatory effect on...
exerts	11	effects	However , there is good evidence that DOPAMINE ( DA ) EXERTS both stimulatory ( at the hypothalamic level ) and inhibitory ( at the pituitary level ) EFFECTS on PRL secretion .	...dopamine ( DA ) exerts both stimulatory ( at the hypothalamic level ) and inhibitory ( at the pituitary level ) effects on...
displayed	-1	elevations	Aspartate , norepinephrine , serotonin , and DOPAMINE DISPLAYED transient but significant ELEVATIONS .	...dopamine displayed transient but significant elevations ....
plays	3	role	These infarctions probably induce the disruption of the specific central neurotransmitter system including DOPAMINE and substance P , which PLAYS an important ROLE for swallowing and cough reflex .	...dopamine and substance P , which plays an important role for...
modulated	101	enhancement	Haloperidol ( 1 mg/kg ) was administered in combination with nicotine or ethanol to investigate if DOPAMINE MODULATED nicotine or ethanol ENHANCEMENT of acoustic startle .	...dopamine modulated nicotine or ethanol enhancement of...
increase	31	reactions	These results indicate that chronically elevated extracellular dopamine facilitates " wanting " and learning of an incentive motivation task for a sweet reward , but elevated DOPAMINE does not INCREASE " liking " REACTIONS to the hedonic impact of sweet tastes .	...dopamine does not increase " liking " reactions to...
adenylate	-1	in	Whereas the beta-adrenergic agonist isoproterenol was able to stimulate cAMP efflux in membranes from both the caudate and amygdala under a variety of tested conditions , neither DOPAMINE nor fenoldopam ( D1 agonist ) could stimulate ADENYLATE cyclase IN the amygdala .	...dopamine nor fenoldopam ( D1 agonist ) could stimulate adenylate cyclase in the...
play	6	role	Both DOPAMINE and opioid transmission PLAY a crucial ROLE in this reward pathway .	...dopamine and opioid transmission play a crucial role in...
inhibited	2	release	As observed in differentiated retinas , DOPAMINE INHIBITED the GABA RELEASE promoted by NMDA and aspartate but not by kainate .	...dopamine inhibited the GABA release promoted...
facilitates	48	LTP	The presence of dopamine in the bathing medium facilitates LTD in slice preparations , whereas in the anesthetized intact brain , DOPAMINE released from dopaminergic axon terminals in the prefrontal cortex FACILITATES LTP .	...dopamine released from dopaminergic axon terminals in the prefrontal cortex facilitates LTP ....
facilitates	48	LTP	Evidence suggests that DOPAMINE FACILITATES LTP also in the slice condition .	...dopamine facilitates LTP also...
attenuates	96	response	We find that DOPAMINE ATTENUATES the RESPONSE of NAc neurons to repetitive activation of glutamatergic afferents and thereby blocks long-term potentiation ( LTP ) induced by high-frequency afferent stimulation .	...dopamine attenuates the response of...
inhibits	0	[11C]raclopride	Parenterally administered D-amphetamine has been used as a challenge drug to release DOPAMINE , which in turns INHIBITS [11C]RACLOPRIDE binding to dopaminergic D2 receptors as measured using positron emission tomography ( PET ) techniques .	...dopamine , which in turns inhibits [11C]raclopride binding...
play	6	role	For instance , several observations have suggested that DOPAMINE , a retinal neuromodulator , may PLAY an important ROLE in retinal rhythmicity but the link between dopamine and a clock located within or outside the retina remains to be established .	...dopamine , a retinal neuromodulator , may play an important role in...
exerts	11	role	Finally , DOPAMINE EXERTS a potentially important ROLE regulating the extent of lateral inhibition .	...dopamine exerts a potentially important role regulating...
have	9	role	Although several recent studies suggest that DOPAMINE may HAVE a significant ROLE in the regulation of immune cell function , the mechanisms involved remain unclear .	...dopamine may have a significant role in...
had	5	effects	SDRNFLRFamide and DOPAMINE HAD excitatory EFFECTS on GPR2 .	...dopamine had excitatory effects on...
induces	18	death	These results suggest that DOPAMINE INDUCES an anti-proliferative effect and cell DEATH via the dopamine D2 receptors , by means of the p38 MAPK and ERK pathways involving oxidative stress , in the pituitary tumor cells .	...dopamine induces an anti-proliferative effect and cell death via...
increased	1	responsiveness	It was found that DOPAMINE and digoxin INCREASED contractile and relaxation RESPONSIVENESS to phasic [ Ca2 + ] , cumulative Ca2 + , and net Ca2 + flux .	...dopamine and digoxin increased contractile and relaxation responsiveness to...
causes	30	diuresis	Docarpamine , an oral dopamine prodrug , is converted into dopamine after enteral administration , and the generated DOPAMINE CAUSES renal vasodilatation and DIURESIS .	...dopamine causes renal vasodilatation and diuresis ....
inhibits	0	transport	Our previous in vitro microperfusion studies established that DOPAMINE INHIBITS sodium chloride TRANSPORT in the rat medullary thick ascending limb .	...dopamine inhibits sodium chloride transport in...
activates	40	A2	We propose a signaling pathway in which DOPAMINE ACTIVATES a calcium-independent phospholipase A2 in the medullary thick ascending limb .	...dopamine activates a calcium-independent phospholipase A2 in...
affects	29	survival	However , whether DOPAMINE AFFECTS the SURVIVAL of other neuronal populations has remained unclear .	...dopamine affects the survival of...
mediates	24	properties	It is not yet clear that DOPAMINE in this pathway MEDIATES the hedonic PROPERTIES of social bond formation or whether dopamine 's role is more relevant to developing associative networks or assigning salience to social stimuli .	...dopamine in this pathway mediates the hedonic properties of...
induced	12	release	These findings could imply ( a ) that differences in basal glucocorticoid levels are associated with differences in craving or ( b ) that DOPAMINE ( DA ) INDUCED corticoid RELEASE is an indicator of the sensitivity of the dopaminergic system .	...dopamine ( DA ) induced corticoid release is...
inhibit	13	migration	Because it has been recently shown that the neurotransmitter DOPAMINE at pharmacological dose can INHIBIT VEGF/VPF-mediated microvascular permeability , proliferation , and MIGRATION of endothelial cells in vitro , we therefore hypothesized that endogenous dopamine may regulate the actions of VPF/VEGF in vivo .	...dopamine at pharmacological dose can inhibit VEGF/VPF-mediated microvascular permeability , proliferation , and migration of...
regulate	26	actions	Because it has been recently shown that the neurotransmitter dopamine at pharmacological dose can inhibit VEGF/VPF-mediated microvascular permeability , proliferation , and migration of endothelial cells in vitro , we therefore hypothesized that endogenous DOPAMINE may REGULATE the ACTIONS of VPF/VEGF in vivo .	...dopamine may regulate the actions of...
regulate	26	cascades	We report that VPF/VEGF-induced phosphorylation of VEGF receptor 2 , focal adhesion kinase , and MAPK in the endothelial cells is strikingly increased in both dopamine-depleted and dopamine D(2 ) receptor knockout mice compared with normal controls , thereby indicating that endogenous DOPAMINE REGULATE these critical signaling CASCADES required for the in vivo endothelial functions of VPF/VEGF .	...dopamine regulate these critical signaling cascades required...
regulates	22	locomotion	Our results indicate that extrasynaptic DOPAMINE REGULATES C. elegans LOCOMOTION through D1- and D2-like receptors that activate the antagonistic Galpha(q ) and Galpha(o ) signaling pathways , respectively .	...dopamine regulates C. elegans locomotion through...
reduces	42	transmission	We show that DOPAMINE , presumably released by TH-positive local interneurons , REDUCES synaptic TRANSMISSION from MTs to GCs .	...dopamine , presumably released by TH-positive local interneurons , reduces synaptic transmission from...
decrease	53	amplitude	MT neurons express D2-like receptors ( D2Rs ) , and both DOPAMINE and the D2 agonist quinpirole DECREASE EPSC AMPLITUDE at the MT--&gt ; GC synapse .	...dopamine and the D2 agonist quinpirole decrease EPSC amplitude at...
plays	3	role	These results indicate that prefrontal cortical DOPAMINE PLAYS a major ROLE in cognitive impairments characterizing Fmr1 knockout mice , thus pointing to an important aetiological factor in the fragile X syndrome .	...dopamine plays a major role in...
exert	28	effect	Endogenous DOPAMINE may EXERT a retrograde synaptic EFFECT on the afferent striato-tegmental fibers , apart from the reported extrasynaptic action .	...dopamine may exert a retrograde synaptic effect on...
modulates	10	activity	The study illustrates that DOPAMINE differentially MODULATES prefrontal cortical ACTIVITY during tasks requiring attention depending upon the type of D2-like receptor that is activated .	...dopamine differentially modulates prefrontal cortical activity during...
mediates	24	EPSPs	These findings indicate that DOPAMINE MEDIATES divergent ( B20 to B16 and B8 ) and convergent ( B20 and B65 to B8 ) rapid EPSPS from two influential CPG interneurons in which it is colocalized with GABA-like immunoreactivity .	...dopamine mediates divergent ( B20 to B16 and B8 ) and convergent ( B20 and B65 to B8 ) rapid EPSPs from...
